Alloy formula,Al,Cr,Hf,Mo,Nb,Si,Ta,Ti,V,W,Zr,Temperature (C),time (h),specific mass gain (mg/cm2),source
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,900,20,0.45,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,1000,20,1.46,https://doi.org/10.1007/BF03027458
Ti-39.4Al-10V,39.4,0.0,0.0,0.0,0.0,0.0,0.0,50.6,10.0,0.0,0.0,1000,20,23.42,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,800,20,0.18,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,900,20,0.54,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,1000,20,0.94,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,800,20,0.29,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,900,20,0.56,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,1000,20,2.24,https://doi.org/10.1007/BF03027458
Ti-47Al-4Cr,47.32,3.57,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,800,20,0.08,https://doi.org/10.1007/BF03027458
Ti-47Al-4Cr,47.32,3.57,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,1000,20,15.48,https://doi.org/10.1007/BF03027458
Ti45Al8Nb,45.0,0.0,0.0,0.0,8.0,0.0,0.0,47.0,0.0,0.0,0.0,900,20,0.42,https://doi.org/10.1016/j.intermet.2010.04.012
Ti50Al,50.7,0.0,0.0,0.0,0.0,0.0,0.0,49.3,0.0,0.0,0.0,900,20,2.02,https://doi.org/10.1023/A:1018839511102
Ti50Al2Nb,50.2,0.0,0.0,0.0,1.99,0.0,0.0,47.81,0.0,0.0,0.0,900,20,1.05,https://doi.org/10.1023/A:1018839511102
Ti23Al,23.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,900,20,16.47,https://doi.org/10.1023/A:1018839511102
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,900,20,0.46,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1000,20,0.88,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1100,20,1.52,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1200,20,6.79,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,900,20,4.2,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1000,20,6.89,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1100,20,14.41,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1200,20,23.78,https://doi.org/10.1016/0921-5093(92)90257-2
Cr-12Nb,0.0,88.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,20,1.23,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-8Al,8.0,80.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,20,1.52,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-18Al,18.0,70.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,20,1.57,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-12Al,12.0,76.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,20,1.74,https://doi.org/10.1016/0921-5093(96)10197-0
Nb-35Cr,0.0,35.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,20,65.84,https://doi.org/10.1016/0022-5088(60)90016-3
Nb-24Ti-15Si-13Cr-2Al-2Hf,2.0,13.0,2.0,0.0,44.0,15.0,0.0,24.0,0.0,0.0,0.0,1200,20,31.06,http://dx.doi.org/10.1016/j.corsci.2014.08.006
Nb-24Ti-15Si-13Cr-2Al-2Hf,2.0,13.0,2.0,0.0,44.0,15.0,0.0,24.0,0.0,0.0,0.0,1250,20,35.89,http://dx.doi.org/10.1016/j.corsci.2014.08.006
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,750,20,0.11,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,820,20,0.35,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,1100,20,1.24,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,1300,20,4.18,https://doi.org/10.1016/j.scriptamat.2011.10.042
CrMo0.5NbTa0.5TiZr,0.0,18.39,0.0,10.04,21.83,0.0,11.86,19.4,0.0,0.0,18.48,1000,20,58.22,https://doi.org/10.1007/s10853-012-6582-0
Al0.5CrMoNbTi,9.97,24.7,0.0,20.01,21.82,0.0,0.0,23.5,0.0,0.0,0.0,1300,20,151.79,http://dx.doi.org/10.1016/j.jallcom.2013.08.102
Al0.5CrMoNbV,10.15,23.04,0.0,22.16,22.5,0.0,0.0,0.0,22.15,0.0,0.0,1300,20,344.66,http://dx.doi.org/10.1016/j.jallcom.2013.08.102
Al0.5CrMoNbTiV,8.15,18.92,0.0,18.08,18.35,0.0,0.0,18.12,18.38,0.0,0.0,1300,20,266.23,http://dx.doi.org/10.1016/j.jallcom.2013.08.102
Al0.5CrMoNbTiVSi0.3,6.96,16.95,0.0,17.14,17.68,5.69,0.0,18.26,17.32,0.0,0.0,1300,20,196.61,http://dx.doi.org/10.1016/j.jallcom.2013.08.102
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,900,20,0.44,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1000,20,3.28,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1100,20,5.49,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi-1Si,19.8,19.8,0.0,19.8,19.8,1.0,0.0,19.8,0.0,0.0,0.0,900,20,0.67,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi-1Si,19.8,19.8,0.0,19.8,19.8,1.0,0.0,19.8,0.0,0.0,0.0,1000,20,2.23,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi-1Si,19.8,19.8,0.0,19.8,19.8,1.0,0.0,19.8,0.0,0.0,0.0,1100,20,2.8,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCr2Nb2Ti2Zr,12.5,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,12.5,1000,20,17.0,https://doi.org/10.1016/j.jallcom.2020.154427
CrNbTiZr,0.0,24.6,0.0,0.0,26.7,0.0,0.0,23.9,0.0,0.0,24.8,1000,20,59.22,https://doi.org/10.1016/j.jallcom.2017.09.164
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1000,20,2.75,https://doi.org/10.1007/s11085-016-9696-y
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1100,20,5.45,https://doi.org/10.1007/s11085-016-9696-y
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,20,0.55,https://doi.org/10.1007/s11085-016-9696-y
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1100,20,1.99,https://doi.org/10.1007/s11085-016-9696-y
AlCrMoWTi,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,1000,20,6.42,https://doi.org/10.1007/s11085-016-9696-y
AlNb1.5Ta0.5Ti1.5Zr0.5,20.0,0.0,0.0,0.0,30.0,0.0,10.0,30.0,0.0,0.0,10.0,1000,20,24.57,https://doi.org/10.1016/j.jallcom.2019.02.128
AlMo0.5NbTa0.5TiZr,18.82,0.0,0.0,8.67,21.55,0.0,10.2,21.87,0.0,0.0,18.89,1000,20,77.17,https://doi.org/10.1016/S1003-6326(19)65054-5
AlNbTa0.5TiZr,19.35,0.0,0.0,0.0,22.48,0.0,12.59,23.5,0.0,0.0,22.08,1000,20,35.02,https://doi.org/10.1016/S1003-6326(19)65054-5
NbTa0.5TiZr,0.0,0.0,0.0,0.0,27.76,0.0,16.88,30.75,0.0,0.0,24.61,1000,20,96.1,https://doi.org/10.1016/S1003-6326(19)65054-5
AlCrMoTa,25.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1000,20,0.29,https://doi.org/10.1016/j.corsci.2019.108161
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,20,1.67,https://doi.org/10.1016/j.corsci.2019.108161
AlCrMoNb,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,20,13.9,https://doi.org/10.1016/j.corsci.2019.108161
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1000,20,3.22,https://doi.org/10.1016/j.corsci.2019.108161
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,900,20,0.24,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,20,0.51,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1100,20,1.99,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi-1Si,19.8,19.8,0.0,19.8,0.0,1.0,19.8,19.8,0.0,0.0,0.0,900,20,0.45,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi-1Si,19.8,19.8,0.0,19.8,0.0,1.0,19.8,19.8,0.0,0.0,0.0,1000,20,0.841,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi-1Si,19.8,19.8,0.0,19.8,0.0,1.0,19.8,19.8,0.0,0.0,0.0,1100,20,2.63,http://dx.doi.org/10.1080/09603409.2017.1389115
Al20Cr25Nb20Ti20Zr15,20.0,25.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,15.0,800,20,18.22,https://doi.org/10.1007/s11665-019-04177-x
AlTiCrMoNb-4,46.3,5.1,0.0,5.5,3.1,0.0,0.0,40.1,0.0,0.0,0.0,900,20,0.88,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-4,46.3,5.1,0.0,5.5,3.1,0.0,0.0,40.1,0.0,0.0,0.0,1000,20,2.8,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-5,48.6,7.2,0.0,7.2,4.8,0.0,0.0,32.2,0.0,0.0,0.0,900,20,1.13,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-3,46.0,3.0,0.0,2.0,0.5,0.0,0.0,48.5,0.0,0.0,0.0,900,20,1.29,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-3,46.0,3.0,0.0,2.0,0.5,0.0,0.0,48.5,0.0,0.0,0.0,1000,20,1.57,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-1,35.6,4.0,0.0,2.4,1.0,0.0,0.0,57.0,0.0,0.0,0.0,900,20,7.08,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-2,37.7,3.5,0.0,1.5,0.5,0.0,0.0,56.8,0.0,0.0,0.0,900,20,8.29,http://dx.doi.org/10.1016/j.intermet.2013.07.023
Al5CrMoTaTi,5.0,23.75,0.0,23.75,0.0,0.0,23.75,23.75,0.0,0.0,0.0,1200,20,5.41,https://doi.org/10.1007/s11085-021-10046-7
Al10CrMoTaTi,10.0,22.5,0.0,22.5,0.0,0.0,22.5,22.5,0.0,0.0,0.0,1200,20,4.05,https://doi.org/10.1007/s11085-021-10046-7
Al15CrMoTaTi,15.0,21.25,0.0,21.25,0.0,0.0,21.25,21.25,0.0,0.0,0.0,1200,20,4.74,https://doi.org/10.1007/s11085-021-10046-7
Al20CrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1200,20,4.87,https://doi.org/10.1007/s11085-021-10046-7
CrNb,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,20,13.14,https://doi.org/10.1016/j.intermet.2021.107374
CrNbTi,0.0,32.4,0.0,0.0,33.6,0.0,0.0,33.9,0.0,0.0,0.0,1200,20,17.16,https://doi.org/10.1016/j.intermet.2021.107374
CrNbTaTi,0.0,24.5,0.0,0.0,25.7,0.0,23.9,25.6,0.0,0.0,0.0,1200,20,51.55,https://doi.org/10.1016/j.intermet.2021.107374
NbMoWZr,0.0,0.0,0.0,2.0,92.0,0.0,0.0,0.0,0.0,5.0,1.0,800,20,176.22,https://doi.org/10.1016/j.corsci.2021.109513
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,700,20,44.51,https://doi.org/10.1002/adem.201700948
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,900,20,29.26,https://doi.org/10.1002/adem.201700948
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,1100,20,45.62,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,700,20,9.24,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,900,20,13.79,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,1100,20,27.44,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,700,20,6.87,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,900,20,12.3,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,1100,20,24.07,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,1300,20,232.79,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,700,20,6.06,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,900,20,11.36,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,1100,20,22.59,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,1300,20,191.75,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,700,20,4.22,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,900,20,9.99,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,1100,20,19.65,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,1300,20,179.21,https://doi.org/10.1002/adem.201700948
Nb-18Si-5Cr-5Al-5Mo,4.5,4.8,0.0,5.2,67.8,17.7,0.0,0.0,0.0,0.0,0.0,800,20,14.73,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-5Mo,4.8,4.7,0.0,4.9,43.1,18.2,0.0,24.3,0.0,0.0,0.0,800,20,3.66,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo,4.8,5.2,0.0,2.0,45.1,17.5,0.0,25.4,0.0,0.0,0.0,800,20,1.83,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo,4.8,5.2,0.0,2.0,45.1,17.5,0.0,25.4,0.0,0.0,0.0,1200,20,36.32,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo-5Hf,4.6,4.5,5.2,2.0,41.2,18.9,0.0,23.6,0.0,0.0,0.0,800,20,1.43,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo-5Hf,4.6,4.5,5.2,2.0,41.2,18.9,0.0,23.6,0.0,0.0,0.0,1200,20,33.55,https://doi.org/10.1016/j.msea.2006.08.093
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,600,20,2.39,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,700,20,10.75,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,800,20,24.06,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,900,20,148.6,https://doi.org/10.3390/ma11122526
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,800,20,0.44,https://doi.org/10.3390/ma12162531
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1200,20,0.87,https://doi.org/10.3390/ma12162531
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1300,20,4.29,https://doi.org/10.3390/ma12162531
Al0.25HfMoNbTi,5.88,0.0,23.53,23.53,23.53,0.0,0.0,23.53,0.0,0.0,0.0,1000,20,13.82,https://doi.org/10.1016/j.corsci.2021.109711
Al0.5HfMoNbTi,11.11,0.0,22.22,22.22,22.22,0.0,0.0,22.23,0.0,0.0,0.0,1000,20,12.43,https://doi.org/10.1016/j.corsci.2021.109711
Al0.75HfMoNbTi,15.79,0.0,21.05,21.05,21.05,0.0,0.0,21.05,0.0,0.0,0.0,1000,20,32.08,https://doi.org/10.1016/j.corsci.2021.109711
AlHfMoNbTi,20.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1000,20,33.47,https://doi.org/10.1016/j.corsci.2021.109711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1000,20,0.61,https://doi.org/10.1038/s41598-019-43819-x
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1100,20,1.13,https://doi.org/10.1038/s41598-019-43819-x
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1200,20,3.0,https://doi.org/10.1016/j.intermet.2020.106711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1300,20,5.59,https://doi.org/10.1016/j.intermet.2020.106711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1400,20,11.28,https://doi.org/10.1016/j.intermet.2020.106711
Ti2ZrHf0.5VNb0.5,0.0,0.0,10.0,0.0,10.0,0.0,0.0,40.0,20.0,0.0,20.0,800,20,267.26,https://doi.org/10.1016/j.matchar.2021.111287
Ti2ZrHf0.5VNb0.5Al0.5,9.09,0.0,9.09,0.0,9.09,0.0,0.0,36.36,18.19,0.0,18.18,800,20,52.71,https://doi.org/10.1016/j.matchar.2021.111287
Ti2ZrHf0.5VNb0.5Al1,16.67,0.0,8.33,0.0,8.33,0.0,0.0,33.33,16.67,0.0,16.67,800,20,41.11,https://doi.org/10.1016/j.matchar.2021.111287
15CrNbW,0.0,13.2,0.0,0.0,75.4,0.0,0.0,0.0,0.0,11.4,0.0,900,20,43.98,https://doi.org/10.1016/j.corsci.2010.05.009
15CrNbW,0.0,13.2,0.0,0.0,75.4,0.0,0.0,0.0,0.0,11.4,0.0,1100,20,103.39,https://doi.org/10.1016/j.corsci.2010.05.009
15CrNbW,0.0,13.2,0.0,0.0,75.4,0.0,0.0,0.0,0.0,11.4,0.0,1300,20,110.68,https://doi.org/10.1016/j.corsci.2010.05.009
20CrNbW,0.0,17.85,0.0,0.0,70.75,0.0,0.0,0.0,0.0,11.4,0.0,900,20,40.05,https://doi.org/10.1016/j.corsci.2010.05.009
20CrNbW,0.0,17.85,0.0,0.0,70.75,0.0,0.0,0.0,0.0,11.4,0.0,1100,20,67.57,https://doi.org/10.1016/j.corsci.2010.05.009
20CrNbW,0.0,17.85,0.0,0.0,70.75,0.0,0.0,0.0,0.0,11.4,0.0,1300,20,89.23,https://doi.org/10.1016/j.corsci.2010.05.009
25CrNbW,0.0,25.4,0.0,0.0,63.55,0.0,0.0,0.0,0.0,11.05,0.0,900,20,82.54,https://doi.org/10.1016/j.corsci.2010.05.009
25CrNbW,0.0,25.4,0.0,0.0,63.55,0.0,0.0,0.0,0.0,11.05,0.0,1100,20,42.95,https://doi.org/10.1016/j.corsci.2010.05.009
25CrNbW,0.0,25.4,0.0,0.0,63.55,0.0,0.0,0.0,0.0,11.05,0.0,1300,20,46.98,https://doi.org/10.1016/j.corsci.2010.05.009
30CrNbW,0.0,29.25,0.0,0.0,61.65,0.0,0.0,0.0,0.0,9.1,0.0,900,20,80.74,https://doi.org/10.1016/j.corsci.2010.05.009
30CrNbW,0.0,29.25,0.0,0.0,61.65,0.0,0.0,0.0,0.0,9.1,0.0,1100,20,31.99,https://doi.org/10.1016/j.corsci.2010.05.009
30CrNbW,0.0,29.25,0.0,0.0,61.65,0.0,0.0,0.0,0.0,9.1,0.0,1300,20,36.68,https://doi.org/10.1016/j.corsci.2010.05.009
Al0.5Nb0.5Ti2VZr,10.0,0.0,0.0,0.0,10.0,0.0,0.0,40.0,20.0,0.0,20.0,800,20,103.17,https://doi.org/10.1007/s40843-022-2045-4
NbTi2VZr,0.0,0.0,0.0,0.0,20.0,0.0,0.0,40.0,20.0,0.0,20.0,800,20,189.37,https://doi.org/10.1007/s40843-022-2045-4
AlMo0.5NbTa0.5TiZr,18.92,0.0,0.0,10.29,20.16,0.0,11.32,19.33,0.0,0.0,19.98,800,20,3.44,https://doi.org/10.1016/j.vacuum.2022.111069
CrMoNbTaV,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,900,20,27.17,https://doi.org/10.1557/jmr.2018.340
CrMoNbTaV,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,1000,20,43.93,https://doi.org/10.1557/jmr.2018.340
CrMoNbTaV,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,1100,20,12.0,https://doi.org/10.1557/jmr.2018.340
TaTiCr,0.0,32.6,0.0,0.0,0.0,0.0,30.6,36.8,0.0,0.0,0.0,1200,20,6.98,https://doi.org/10.1016/j.jallcom.2023.169000
Ta4TiCr3,0.0,37.9,0.0,0.0,0.0,0.0,49.9,12.2,0.0,0.0,0.0,1200,20,44.08,https://doi.org/10.1016/j.jallcom.2023.169000
Ta4Ti3Cr,0.0,11.9,0.0,0.0,0.0,0.0,50.9,37.2,0.0,0.0,0.0,1200,20,105.83,https://doi.org/10.1016/j.jallcom.2023.169000
Ta2TiCr,0.0,31.0,0.0,0.0,0.0,0.0,46.5,22.5,0.0,0.0,0.0,1200,20,158.37,https://doi.org/10.1016/j.jallcom.2023.169000
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,700,20,0.8,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,800,20,3.4,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,900,20,6.7,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,1000,20,5.6,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,1100,20,6.9,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,1200,20,10.7,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,1300,20,14.7,https://doi.org/10.1016/j.corsci.2022.110153
